Latitude,-70,-70,-70,-70,-70,-70,-70,-70,-70,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-60,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-50,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-40,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-30,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-20,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,20,20,20,20,20,20,20,20,20,20,20,20,20,30,30,30,30,30,30,30,30,30,30,40,40,40,40,40,40,40,40,40,40,40,50,50,50,50,50,50,50,60,60,60,60,60,60,60,60,60,70,70,70,70,70,70,70,70,70,70,80,80,80,80,80,80,80,80,80,80,80,80,80,80
Longitude,180,200,220,240,260,280,300,320,340,0,20,40,60,80,100,120,140,160,180,200,220,240,260,280,300,320,340,0,20,40,60,80,100,120,140,160,180,200,220,240,260,280,300,320,340,0,20,40,60,80,100,120,140,160,180,200,220,240,260,280,300,320,340,0,40,60,80,100,160,180,200,220,240,260,280,320,340,0,40,60,80,100,160,180,200,220,240,260,280,320,340,0,60,80,100,120,140,160,180,200,220,240,260,280,340,0,60,80,100,120,140,160,180,200,220,240,260,280,320,340,60,80,100,120,140,160,180,200,220,240,260,280,300,320,340,40,60,120,140,160,180,200,220,240,280,300,320,340,140,160,180,200,220,240,280,300,320,340,0,20,120,140,160,180,200,220,300,320,340,160,180,200,220,300,320,340,0,20,160,180,220,280,300,320,340,0,40,60,180,220,240,260,280,300,340,0,20,40,60,80,100,120,140,160,180,200,220,240,260
1949,-0.569769092,0.174433702,0.127591548,-0.425776049,-0.607497067,-0.256986765,-4.44E-16,-0.176526133,-0.409940383,-0.405788296,-0.339146013,-0.154427757,0.254948986,0.455485601,-0.064391815,-0.19690077,1.017981253,0.54970683,-0.116121853,-0.704534937,-0.206477439,-0.205499007,-0.462172243,-0.442294617,-0.408865953,-0.522157268,-0.655226637,-0.397822113,-0.6459439,-0.094695837,-0.047951227,0.2543478,-0.093631727,-0.649843273,-0.582649677,-0.35748415,-0.17237335,-1.1679791,-0.485779333,0.226236193,-0.377529683,-0.736940367,-0.823104317,-0.339907847,-0.19753607,-0.342495783,-0.588944533,-0.647566733,-0.357953767,0.226473983,0.016599433,-0.82699035,-1.485439533,-0.6305154,-0.256448267,-1.309996333,0.200120767,0.788795333,0.093218967,-0.262625933,-1.0234529,-0.484440267,-0.108328867,-0.2200537,-0.405605067,-0.371611133,0.151247667,0.126456333,-0.467270467,-0.3492005,-0.206755833,0.843593367,-0.0141023,-0.176940133,-0.305466833,-0.562621133,-0.190222333,0.4330035,-0.4451669,-0.679485467,0.113431467,0.3505857,-0.4007311,-0.0190501,-0.1536328,0.363422467,-0.038518633,0.311948567,0.080359367,-0.2954903,0.074902967,-0.119271367,-0.578650767,-0.098354967,-0.293678867,-0.9372583,-1.096853867,-0.437437033,-0.123757867,0.3500166,0.567276667,0.190256233,-0.053035833,1.371335567,-0.456763867,-0.251381533,-0.285118133,-0.1568053,-0.4240099,-0.600984833,-0.555957133,-0.4808563,-0.5552608,-0.502754733,-0.261295433,0.054577167,-0.073162067,-0.2969854,-0.1469311,0.182073767,-0.306038867,-0.187695,-0.4279689,-0.556709633,-0.0475579,-0.085729667,-0.4492009,-0.782247967,-0.7552475,-0.495277967,-0.5600187,-0.673812567,-0.2107715,-0.2020426,-1.406908533,-0.802509067,0.047974567,-0.3965961,-0.202133333,-0.096247733,0.2833454,-0.696839467,-0.644761767,-1.4773455,-0.022476567,-0.440409633,-0.779584867,-0.108391767,0.551639067,0.167230967,0.7526834,1.308359833,-0.316576467,-0.612199733,1.008335067,0.0075478,-0.1904993,0.3989519,-0.202030883,-1.023022117,-1.252323254,0.097891123,0.240963433,0.0283591,2.233441483,0.490021767,1.392544467,0.519818233,0.35078185,-0.883528003,-0.060055257,0.255483263,-0.434894957,-0.137310809,0.610831653,0.111003983,0.6246205,-0.46714502,0.001233293,0.749262818,-1.864990433,-4.44E-16,-0.794744131,-0.30099899,0.180611327,-0.018315663,-0.270846477,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-0.031419013,-0.059257833,-0.00941218,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16
1950,-0.530751092,-0.190518648,-0.408323852,-0.636603649,-0.716916267,-0.195454265,-4.44E-16,-0.176526133,-0.318416683,-0.130050499,-0.022232593,0.061659113,0.123520586,0.233146401,0.048310385,-0.39364787,-0.490832647,-0.15852057,-0.147488353,-0.097006237,-0.875764039,-1.914508607,-0.831046843,-0.055857617,-0.183792653,-0.509460448,-0.652039102,-0.561019113,-0.2760027,0.064370363,-0.484532927,-0.2958474,0.108534873,-0.242862573,-1.231534677,-0.96607315,0.22137365,0.6263589,-0.700904333,-2.012329807,-0.941582683,0.291839633,-0.741321317,-1.034499247,-1.18992047,-1.197398783,0.050936467,0.264738267,-0.590722767,-0.842952017,-0.035021567,-0.15069885,-1.208424533,-1.1823954,-0.733060267,0.834845667,0.303437767,-2.100460667,0.200749967,1.243279067,-1.5024809,-1.159468267,-1.542555367,-0.6825837,0.379176933,-0.794560133,-0.285693333,0.976234333,-0.231299467,-0.4441355,0.539730167,0.519273367,-0.9097843,0.624829867,0.091122167,-0.030192133,-0.896111333,0.0312685,-0.2671649,-0.804369467,-0.281929533,0.4427197,-0.3836011,-0.3001361,0.3297792,-0.209975533,-0.555146633,-0.480061433,-0.700657633,-0.2474693,0.457715967,-0.006036367,-0.509880767,-0.039738967,-0.028403867,0.0681547,-0.121367867,-0.277019033,-0.592437867,-0.5476714,-0.748034333,-0.457685767,-0.772407833,-1.861244433,0.163098133,-0.089744533,-0.182711133,-0.1943423,-0.3803579,-0.072134833,0.015307867,-0.9140213,-1.8780988,-1.813684733,-1.172223433,-0.216133833,0.001945933,-0.6292814,-0.2748701,0.127830767,-0.718613867,-0.398146,-0.3312949,0.034591367,0.1978631,-0.218965667,-0.5287759,-0.582662967,-0.7169135,-0.202792967,-0.0404307,-0.498643567,-0.4224895,-0.1254766,0.053275467,-0.677110067,-0.790769433,0.7670509,0.402406667,0.071442267,-0.1116156,-0.604926467,-0.065878767,0.0439625,-0.254800567,-0.887055633,-0.867897867,-0.236988767,0.784230067,0.277726967,0.6756554,1.531235833,0.260928533,-0.405787733,0.633526067,0.0564908,-0.3214293,0.1821819,0.267303117,-0.535658117,0.047804446,0.395230623,0.240029433,1.3001601,0.970040483,0.499478767,-0.462469533,0.224122233,0.00790285,-0.02314229,0.532390143,0.448973263,-0.508634657,-0.137310809,0.175642653,-0.082362017,0.2467511,-0.45733852,-0.002543707,0.176367058,-0.756228133,-4.44E-16,-0.629530531,-0.41235969,0.048533327,-0.619224363,0.220661623,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-0.031419013,-0.059257833,-0.00941218,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16
1951,-0.595000692,-0.061633848,-0.300108052,-0.553840449,-0.620424267,-0.366272065,-4.44E-16,-0.176526133,-0.512795683,-0.523640269,-0.492913663,-0.190138887,0.183036986,-0.182778799,-0.580035815,-0.44494457,-0.030196447,-0.40515767,-0.756401653,-0.513878737,-0.606230639,-0.945562407,-0.106900243,-0.054195617,-0.395999153,-0.296716768,-0.509984607,-0.040974613,-1.3282922,0.002214863,0.865508073,0.2255562,-0.854908427,-1.077372573,-0.203623677,-0.10910215,-0.34797935,-0.9577161,-1.409324333,-1.262366807,-0.440888683,-0.296364367,-1.102511317,-0.346701847,0.50149653,0.227097217,-1.572397533,0.375832267,2.089256233,1.384105983,-0.774455567,-0.44402935,0.030077467,-0.2283134,0.007391733,-0.859824333,-1.771168233,-2.359529667,-0.393623033,-0.182427933,-2.2284719,-0.339792267,1.114973133,-1.2198037,-0.585590067,0.399312867,-0.307683333,-0.836949667,-0.595410467,0.0736245,0.612139167,-0.185376633,-0.5453863,0.269307867,-0.739241833,-0.333735133,-0.278834333,-1.1102495,-1.1282169,-0.764263467,-1.590925533,-1.0398813,-0.3320151,0.6690259,0.8336622,-0.091233533,-0.325696633,-0.422213433,-1.056668633,-0.5099013,-0.871264033,-1.042403367,-0.445053767,-0.777251967,-0.466399867,-0.5605903,-0.723126867,-0.185654033,-0.136944867,-0.3267974,-0.554137333,-0.493419767,-0.421303833,-1.068240433,-0.640097867,-0.867800533,-0.130655133,-0.2184953,-0.3169369,-0.483162833,-0.317949133,-0.3302253,-0.4506448,-0.073446733,-0.126882433,0.302302167,0.323146933,-1.4586674,-0.1495091,-0.744949233,-0.388842867,-0.470829,-0.3994259,-0.543128633,-0.1023079,-0.155847667,-0.1601079,-0.083158967,-0.5922475,-0.704393967,-0.7314467,-0.971581567,0.2109315,0.6099894,-0.631082533,0.056047933,-0.353117433,0.2462189,0.365356667,0.357552267,-0.1379426,-0.351607467,0.099961233,-0.8300555,-1.013210567,-1.008063633,-0.466339867,-0.062334767,0.306985067,0.946836967,0.5571494,0.363686833,0.294637533,-0.244529733,0.213568067,-0.7716192,-0.3962883,-0.0687661,-0.637141883,0.493102883,0.002290646,0.473663623,1.254689433,1.1715271,0.677795483,-0.641456233,2.526551467,1.895813233,-0.22041415,-1.11619402,0.016084443,-0.063044737,-1.058380057,-0.137310809,1.881167653,-0.234185017,-0.7446005,-1.37132903,-0.007400507,-1.041955452,-0.634535833,-4.44E-16,-0.821701731,-0.54459619,-0.368858673,0.317148837,-0.549411077,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-0.031419013,-0.059257833,-0.00941218,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16
1952,-0.389373892,0.240402552,0.009173498,-0.268935949,-0.643676467,-0.346110965,-4.44E-16,-0.176526133,-0.520066083,-0.329838209,-0.178072793,-0.057930387,0.247639486,0.090663501,-0.115883515,-0.36870257,-0.233352447,-0.05698787,0.025599647,0.445243463,0.738952361,0.554353893,-0.448799843,-0.125734617,-0.266873153,-0.766974448,-0.867596377,-1.131723813,-0.6918991,0.115112563,0.107808573,0.1873875,-0.030724027,-0.473206073,-0.440570677,-0.35903815,0.12827765,0.4429159,0.674513667,0.426855193,-0.533651683,-0.008699367,0.768245683,0.115688153,-1.09430447,-1.338099783,-0.418282533,-0.288703733,-0.733517767,-0.055923017,0.056929433,-0.13719935,-0.606591533,-0.4652274,-0.242155267,0.277337667,0.232577767,-0.242263667,-1.313227033,-0.608336933,0.8033251,0.645032733,-1.052766367,-0.0352337,-0.453197067,-1.293294133,-0.073297333,0.240160333,-0.377356467,-0.2429385,-0.317171833,-0.765930633,0.0983037,-0.217167133,0.300706167,-0.401536133,-0.490878333,-0.0563745,-0.0743249,0.249784533,0.560601467,-0.4545383,-0.4519691,0.0270399,0.0432762,0.558693467,0.848941367,0.710919567,0.812855367,-0.7835153,0.219255967,-0.577514367,0.405013233,-1.000098967,-0.041155867,-0.6403433,-0.348036867,-0.577871033,-0.113623867,0.3099146,0.520108667,0.421720233,0.888625167,-0.438427433,-0.369858867,-0.209746533,0.104625867,-0.0487833,0.1060961,-0.203548833,-0.311809133,-0.5866003,-0.1145598,0.409965267,-0.044368433,0.049494167,0.349589933,0.1758786,0.3473299,0.231711767,-0.188595867,-0.114789,0.1915601,0.283128367,-0.2834909,-0.292425667,-0.2154369,-0.230891967,-0.1641505,-0.096786967,0.5602553,0.232369433,0.3940335,-0.0012906,-0.555895533,-0.585846067,-0.494192433,1.1990009,0.374200667,-0.122839733,0.1287524,-0.235562467,-0.216016767,-0.5606825,0.284423433,0.196401367,-0.002235867,-0.437821767,0.245837067,0.177256967,0.8319494,1.234395833,-0.246280467,-0.344889733,0.240841067,-0.0691522,-0.0275433,-0.1535181,0.153156117,-0.343453117,-1.300390108,0.185174223,0.138859433,1.3718451,2.012049483,-0.380725233,1.352515467,0.831147233,0.25038285,-0.956748256,0.056610343,0.509037863,-0.303738057,-0.137310809,1.588944653,0.434672983,-0.0577108,-0.92339759,-0.003041307,0.074538418,-0.588078833,-4.44E-16,-0.762079831,-0.88067079,-0.522916173,0.540437137,0.487913423,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-0.031419013,-0.059257833,-0.00941218,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16
1953,-0.515629792,-0.032336548,-0.401614252,-0.724555749,-0.821889567,-0.578785965,-4.44E-16,-0.176526133,-0.557297283,-0.176244639,-0.098902193,-0.429555227,-0.396672214,-0.381893999,-0.493059815,-0.81486027,-1.610203447,-1.22160357,-0.845756353,-0.181032137,-0.554955439,-0.979173107,-1.231045943,-0.703204617,-0.863929953,-1.022355378,-0.780621639,-0.871801113,-0.3858006,0.359508863,0.308070673,-0.2473831,-0.476752727,-0.781136073,-0.835538677,-0.58186115,-0.52278435,-0.2864871,-0.285154333,-0.857238807,-0.766378683,-0.359352367,0.032194683,-0.851301347,-1.77921427,-0.209148783,1.045888467,0.810976267,0.862326233,-0.020235017,-1.038902567,-0.06018635,-0.304898533,-0.6252974,-0.953189267,-0.709704333,-0.457868233,-1.053469667,-0.750192033,0.184832067,0.5719851,0.103795733,-1.582044867,0.2761873,-0.563812067,0.538408867,0.550293667,0.265040333,-0.469220467,-0.7034295,0.048794167,0.062893367,-0.0869443,0.049966867,0.405247167,0.265307867,-0.296149333,0.1663545,-0.6336049,0.034747533,0.036446467,-0.7269293,-0.7180011,0.0831699,0.8840982,0.602634467,0.967010367,0.937667567,0.860230367,-0.4370803,-0.027230033,-0.613742367,0.053542233,-0.688449967,-0.462051867,0.1391637,-0.218349867,-0.450569033,0.106322133,0.4810976,0.545273667,0.354587233,0.043090167,1.316138567,-0.335763867,-0.590971533,0.136819867,0.0386897,-0.1048399,0.052869167,-0.163053133,-0.4275503,-0.2445228,0.540561267,0.801950567,0.695027167,0.854341933,1.3228706,0.1463119,-0.157059233,0.244706133,-0.055556,0.1219941,0.401811367,-0.0021989,-0.155355667,-0.2790529,-0.430729967,-0.3855275,-0.040994967,0.0548793,-0.456958567,-0.3717475,0.5304724,-1.026693533,0.340102933,0.778622567,0.8314029,0.628587667,0.456838267,0.0333784,-0.516105467,-0.817986767,-0.6195665,0.029956433,-0.362468633,-0.134754867,-0.730151767,0.180936067,0.775096967,1.0601524,0.799752833,-0.258627467,-0.711423733,0.790474067,-0.2036722,-0.3944123,0.0098969,-0.603903883,-0.189413117,-0.178281154,0.850652623,0.287931433,0.7878811,0.170615483,-0.284837233,0.322558467,0.453168233,0.40725285,-1.49713434,-0.077941457,-0.359068937,-0.320352957,-0.137310809,0.899853653,1.074961983,0.2771375,1.22574338,-0.013501707,-0.965781672,0.358704867,-4.44E-16,0.056569729,0.13646601,0.305048327,0.052704137,0.073951123,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-0.031419013,-0.059257833,-0.00941218,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16
1954,-0.493665992,0.007124152,-0.307174052,-0.620031149,-0.726053667,-0.455373665,-4.44E-16,-0.176526133,-0.507939383,-0.417307787,-0.332542953,-0.285443087,0.138662086,-0.112072799,-0.643917215,-0.89919007,-0.762294347,-0.43940617,-0.434919953,-0.044802537,-0.234538739,-0.691011707,-0.653371543,-0.494725217,-0.617206153,-0.680274368,-0.681664457,-0.757285813,-0.9716158,0.029829863,0.447694073,0.3045972,-0.167065127,-0.870862573,-1.112040077,-0.64962515,0.22948565,-0.0340651,-0.386762333,-0.479791807,-0.610796683,-0.872111367,-0.876979317,-0.447780847,-0.58546447,-0.004167783,-0.177757533,0.375679267,0.737265233,0.177840983,-0.194889567,-0.54444635,-1.442047533,-0.2087194,0.116096733,-0.075354333,-0.356367233,-0.768581667,-0.434130033,-0.638475933,-0.2825489,-0.175774267,-0.213220867,-0.3400377,-0.598041067,-1.020213133,-0.701087333,-0.097595667,0.348679533,0.1570265,-0.684184833,-0.610745633,-0.5182433,-0.464493133,-1.078879833,0.014420867,0.359848667,-0.5308845,-0.8503449,-0.150794467,0.305379467,-0.1356163,0.0607269,-0.3379751,-0.5463708,0.307583467,-0.384710633,-0.956461433,-1.321999633,-0.2408063,0.059700967,-1.470594367,0.458439233,-0.072794967,-0.183347867,0.3733387,0.347750133,-0.546949033,-0.146162867,0.6432326,0.319128667,-0.256808767,-0.550325833,-0.923890433,-0.422759867,-0.612293533,-0.008287133,-0.1970373,-0.4711769,0.076455167,-0.172235133,-0.5059633,-0.1570118,0.320111267,-0.508607433,-0.596081833,-0.114933067,-1.2616474,0.1080509,-0.124459233,-0.147730867,-0.418557,-0.1934569,0.481321367,-0.0791329,-0.262121667,-0.3916149,-0.113252967,-0.1460865,0.023914033,-0.2365967,0.175692433,0.2263685,-0.2279296,-0.862358533,0.955354933,0.279324567,0.2309329,0.205362667,0.154372267,-0.5824826,-0.479753467,-0.284085767,0.0349575,0.129834433,0.164568367,-0.455123867,-1.002714767,0.487882067,1.313852967,0.2607064,-0.269963167,-0.165657467,-0.226881733,0.271454067,0.3650728,0.1506897,-0.6527901,-0.069467883,-0.436872117,-1.426191194,1.931322623,0.797207433,0.5617761,0.107251483,-0.300797233,0.306385467,1.354592233,-0.11480115,-1.1619947,0.232699143,-0.386509737,-0.455020657,-0.137310809,0.785775653,0.289124983,0.0854862,0.41594318,-0.013501707,-1.686889482,0.209905467,-4.44E-16,0.484270639,-0.02018429,0.049412827,0.429936137,1.312603123,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-0.031419013,-0.059257833,-0.00941218,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16
1955,-0.461954092,-0.035056148,-0.365196152,-0.607237849,-0.673414467,0.107972095,-4.44E-16,-0.176526133,-0.408597283,-0.526366644,-0.404194173,-0.311517947,-0.043858154,-0.162270369,-0.542644145,-0.82864297,-0.658593247,-0.44317337,-0.739360853,-0.947926937,-0.810699239,-0.985329107,-0.594401643,0.158692783,0.511988847,-0.162981328,-0.900111787,-0.717422213,-0.6447396,-0.126331137,0.174196073,0.1249052,-0.406286727,-1.141604573,-1.042243677,-0.24731315,-0.27172335,-0.9983871,-0.966838333,-0.619845807,-0.222767683,0.008120633,0.700502683,0.620928153,-0.39117047,-0.057882783,-0.343498533,-0.473817733,-0.055981767,1.126844983,0.456296433,-0.38670535,-0.642409533,0.1936136,0.370802733,-0.582148333,-0.512907233,-0.159248667,-0.117155033,-0.263962933,0.2218221,0.297393733,0.137310133,-0.5092557,-0.768930067,-0.151154133,0.592375667,-0.415325667,0.028109533,0.2511465,0.195607167,0.643290367,0.3776037,-0.401873133,-0.247189833,-0.361401133,-0.083443333,-0.7648135,-0.7543629,-0.185741467,0.117724467,-0.4769043,-0.2883491,-0.0949521,-0.0985488,-0.224811533,-0.716573633,-0.622921433,-0.399517633,-0.9699873,-1.048772033,-0.810415367,-0.473495767,-0.129691967,-0.465808867,-0.2358873,-1.114786867,-0.291141033,-0.485523867,-0.5221394,-0.600714333,-0.702497767,-0.505355833,-1.634541433,-0.304495867,-0.573185533,-0.394319133,-0.3484923,-0.5048919,-0.170435833,-0.293405133,-0.7919933,-1.0703728,-1.028995733,-0.819518433,-0.422457833,-0.336551067,-1.0792044,0.1243239,-0.205320233,-0.572195867,-0.26878,-0.2754539,0.060194367,-0.2445959,-0.242917667,-0.5033659,-0.606550967,-0.7585185,-0.310104967,-0.0737687,-0.670041567,-0.4601175,-0.0587226,-0.025350533,0.037432933,-0.436116433,0.5356709,0.471181667,0.145082267,-0.2563276,-0.404220467,-0.489088767,-0.8908145,-0.489327567,-0.690558633,-0.451409867,-0.207046767,0.970792067,0.774059967,-0.0154536,-0.198500167,-0.278320467,-0.581868733,0.612358067,-0.3807142,-0.4676753,-0.2886301,0.284162117,0.188736883,-0.420330394,-1.082492377,0.941395433,0.6051071,0.688465483,-0.127151233,0.496185467,0.756146233,0.20804485,-0.63610757,0.112147043,0.081356263,-0.317139057,-0.137310809,1.116862653,0.424728983,-0.5735642,0.32879308,-0.009509807,-0.456259262,0.485324667,-4.44E-16,1.216012539,0.98009661,0.211836327,-0.481596363,0.304589123,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-0.014259313,-0.059257833,-0.00941218,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16
1956,-0.319219292,0.241446852,-0.055663352,-0.377085249,-0.628931067,-0.043412465,-4.44E-16,-0.176526133,-0.301174483,-0.141079339,-0.009384033,0.139260113,-0.012656514,-0.174337099,-0.075539915,-0.42620767,-1.313482447,-0.87994917,-0.728690753,-0.425707337,0.059386061,0.420519293,0.037149157,0.064496983,0.164398647,-0.347406468,-0.560787257,-0.692773813,-0.0366672,0.448866863,-0.071300527,-0.7222738,-0.164666727,-0.263344573,-0.351660677,-0.26186815,-0.98392435,-1.2479961,-0.036794333,0.803402193,0.321818317,-0.392552367,-0.308819317,0.018492153,-0.46502977,-1.899491283,-0.175879533,0.318922267,-0.491502767,-0.708726017,-0.494913567,-0.06685335,0.458835467,0.7634706,-0.314754267,-1.278837333,0.243827767,1.339556333,0.249478967,-1.221831933,-1.0738709,-0.070685267,-0.395988867,-0.9169007,0.434657933,-0.028567133,0.011126667,-0.120113667,0.231734533,-0.0119585,0.189398167,1.164563367,0.9126097,-0.554981133,-0.768248833,-0.106690133,-0.752556333,-0.7259645,-0.0892019,-0.600586467,-0.397860533,-0.7861293,-0.0505631,-0.2782851,0.0679462,-0.394570533,-0.781774633,-0.741282433,-0.862907633,-0.7203463,-1.068860033,-0.765123367,-0.655195767,-0.370886967,-0.204318867,-0.2932283,0.118970133,-0.419138033,-0.575727867,-0.7908944,-0.947749333,-0.705878767,-0.737779833,-0.787041433,-0.495312867,-0.523699533,-0.088680133,-0.3459473,-0.0111739,-0.030773833,0.079652867,-0.6540743,-0.9082478,-0.792881733,-0.455284433,0.213482167,0.185754933,0.1448086,0.0982569,-0.848528233,-0.098461867,-0.330369,-0.1614589,0.204826367,-0.2215779,-0.128969667,-0.1665089,-0.522398967,-1.0909735,-0.967990967,-0.1255167,-0.181809567,0.1459005,0.7055214,-1.165608533,0.274692933,0.393443567,0.1518239,-0.258956333,-0.461527733,-0.1157196,-0.376929467,-0.633595767,-1.4631825,-0.314791567,-0.211892633,0.350517133,-0.330006767,0.070268067,0.403539967,0.3907684,1.008897833,-0.421377467,-0.955272733,0.087784067,-0.0807052,0.0821797,-0.3838181,-0.216783883,-0.549863117,-0.335614554,0.694573223,2.568626433,2.3567061,1.318746483,-0.685638233,0.597735467,0.461423233,-0.51092315,0.17757496,0.521836943,-0.334377437,-0.874565957,-0.137310809,0.502037653,0.828006983,-0.3962771,-0.14151212,-0.007359707,-1.116245912,0.210189667,-4.44E-16,-0.538649931,0.69400201,0.914156327,-0.334705163,-5.64E-05,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-0.031419013,-0.059257833,-0.00941218,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16,-4.44E-16
