year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324
1948,-108.7323441,-212.8136622,-152.0704312,8.769259518,47.34232529,1.33508886,43.02463145,54.65771234,25.71848245,18.7387202,12.25834008,-5.67602121,32.12065396,97.7563903,143.2392461,264.6071953,353.7752418,458.4573289,-92.75724145,-219.2382394,-203.9868549,-85.28784598,11.29370953,67.17827533,65.37885274,75.01130655,34.70364338,18.12346158,2.248153896,-42.65224593,-26.89977442,-128.060118,-119.779148,200.5264332,311.2478629,487.268196,-68.14674022,-195.5116736,-216.4452205,-142.4489437,-41.19566283,28.14931373,26.95717506,7.831565543,4.945110164,1.619423226,1.751657982,-2.759696229,-118.6221815,-326.7233276,-285.9196042,149.0223305,242.5991554,480.1100347,-32.58670169,-116.0902986,-110.2077469,-76.2097377,-43.71057881,-21.30917567,-7.113527899,14.64637986,8.157534247,10.70901698,9.542665246,13.91378993,-96.49425015,-302.326676,-210.4466151,130.2259354,258.1790462,474.4893498,7.973601877,-8.556768548,-7.8304435,-4.016068132,40.82066701,-11.16123983,10.90252351,13.34005027,4.583620672,14.25806082,24.23800534,33.4265513,-2.778593717,-150.0804945,-135.3866586,151.3853342,192.7955339,569.2487325,42.37830928,81.02352362,74.21382204,52.50519802,80.77643408,38.41154334,5.375256682,-22.08386147,-2.489409982,6.266798046,24.79702801,25.80482211,23.70549534,-9.835404906,18.21527936,245.304338,436.2777133,612.379096,58.98383404,74.58734382,-16.37723071,-35.91921872,-15.87846981,0.816897876,5.402016836,-31.47298567,-4.716316119,1.84953329,1.389094105,0.241991853,-9.218316065,3.419926892,140.1308401,352.5885637,441.2370639,611.921875,50.75154093,28.36643668,-112.5455724,-40.96613301,6.777278534,9.353018147,-46.73391431,-30.85577142,5.507052487,3.770053811,-8.264731211,-28.31553838,-94.68253525,-54.43154029,133.3664124,409.6285083,452.5131443,607.6576287,21.47861596,-34.34952995,-112.8675161,-117.9393311,-15.84724573,-0.303664116,-30.06341135,-26.97786598,7.201805637,15.80456627,1.488076406,-23.23933139,-152.4943379,-163.813852,74.25222737,372.6932306,449.472933,561.3410753,-18.64105726,-131.3267145,-221.8891668,-198.3065152,3.257954637,112.9425818,74.19589192,19.29648789,8.83979024,9.673960228,25.59561868,39.62857766,-53.78265464,-157.1392337,-12.27974001,291.5185497,396.3773026,538.485395,-58.83270682,-176.7978741,-295.0124871,-248.1284347,7.368021926,107.3611066,50.83526277,14.94597469,3.169538106,-0.87895558,22.25717707,27.43659033,-35.6293937,-50.80094178,78.76811908,267.2228285,386.3859796,543.029791,-86.40543815,-207.7287313,-293.7702938,-68.80665484,16.0621271,-6.494791109,7.904339516,31.29392525,6.67061082,-0.193090988,12.28727158,29.70172119,50.48549537,141.507672,307.2673883,316.3354216,417.9802522,546.0307107,-95.77972663,-174.7009236,-230.9238524,-38.45116351,18.88045638,10.04293196,26.19503324,35.95152889,8.793615054,2.20317433,12.91175654,91.61050875,271.6494626,365.1412044,384.2223636,329.3894511,383.9567244,535.8487967,-96.51742596,-170.7115905,-184.2448797,-11.24749923,61.94179504,38.31775822,8.218135468,-11.04112181,-1.463992602,6.137456188,16.36071359,54.08445008,140.1931019,186.7198971,175.5879308,187.5580361,312.3984559,514.9734497,-100.0561381,-171.2330331,-170.2727929,67.66126241,78.06140973,-26.14166511,-17.46296337,-17.65080449,-3.321250602,7.237762869,19.91264364,14.58145351,32.83512816,0.628406263,-20.46248679,90.99259134,291.0521307,472.7159098,-96.16042965,-76.91491448,-33.80088075,80.46625258,24.40970308,-87.94835924,-49.41531497,-7.050211867,3.434943212,-0.522251077,7.990916631,25.9144747,11.48205734,-4.330794661,-14.6945759,177.9170039,343.3304786,455.6273695,-99.54225221,-111.3675353,-99.32694945,33.67210158,70.00343051,30.48068697,16.84665377,12.63920447,9.868118913,6.848370278,3.778872137,3.310393033,-25.63173895,79.53182356,153.7987729,302.9222655,379.2212073,463.506091,-110.7973984,-211.6865669,-107.3160601,30.77820409,72.83723596,32.20646856,16.24537972,28.60791935,20.63136271,13.2152108,8.641164283,-4.215856265,9.124393829,167.7360614,270.081512,295.0891673,366.790881,466.3643899
1949,-10.5743241,-60.89111579,-32.84038972,43.68539721,52.8628331,53.85901464,10.28342051,-53.53094733,-13.68355613,-16.72844288,-28.63692359,-35.0619465,-13.70631137,-17.36293343,-14.22523143,149.9623589,99.28818125,24.2094041,-29.44742699,-106.2580148,-102.1990131,62.94408762,85.10993268,43.04595111,10.14472188,-25.07640097,1.553557932,-8.122571135,6.251693935,-21.71132796,-14.77257716,-31.12359452,-74.80624766,25.06964613,24.59069741,9.403327837,-60.05476024,-162.1849524,-190.8772884,-67.14920002,56.745011,31.77046852,22.17153053,16.27779357,9.047771297,0.162880257,6.930918236,21.05707623,2.258616826,-104.2383423,-118.3601559,-4.693245666,-0.757412009,33.13927052,-89.22793705,-245.6734285,-192.9131303,-100.3601283,-10.42383565,19.71499425,-21.48010505,-22.88908156,-2.275388117,6.316499893,4.917848352,23.06955165,1.891430999,-125.2511145,-142.1797084,28.31974646,43.66189533,14.09207195,-96.33889812,-243.1031553,-49.76739418,-8.693497331,-12.52918651,-51.33543417,-40.37689543,-49.12070413,-1.258115167,14.82495535,-2.646210971,-22.1836782,-14.87045163,-46.48527966,-74.15149009,47.57204071,-130.0971663,74.2819356,-78.25181768,-174.8113763,26.57875124,24.41761257,2.109380853,-24.39222864,-75.85399136,-55.12585366,-3.139678537,2.894483592,-9.717925607,-19.59269986,-18.42884304,-4.571427855,5.652169006,100.5782028,-82.69073152,143.7196112,-52.34203265,-128.6442846,45.41586011,38.33877689,-13.86064754,-39.14294099,-29.68263893,-27.68184798,-22.61408223,-24.15394571,-44.51678968,-72.59034457,-103.1589899,-88.78332018,43.50284942,119.3743913,28.37518645,139.7803955,-31.10191366,-122.8133119,-44.33848007,59.41960917,-4.53894461,-37.50769963,33.52676684,52.3902613,4.541354245,-17.26797109,-29.40962867,-84.96067998,-176.4209386,-149.8686741,70.24226693,202.7950732,165.4025486,48.29129572,-17.73525123,-69.85709831,-67.55544333,-38.93188477,-83.76686243,-58.19593707,16.04315604,26.75187035,-2.315345242,-5.538573383,-20.02059059,9.368151521,34.14976606,-23.24286808,109.0088192,255.8857355,158.4449789,11.3962511,-16.2784474,-89.5242853,-63.36176206,-16.00323152,-10.25162788,8.318497331,40.75387531,40.63370712,6.776496783,3.106333275,0.304297878,13.82096048,88.4700309,76.92985806,148.9001306,232.2041576,182.5663895,32.27897414,-14.62939871,-106.2990948,-35.9593255,46.52738806,86.86399361,75.50936095,46.40673494,16.4173492,-10.7436699,-11.96886036,4.730809878,30.84375585,91.31659019,138.0097882,136.8128578,123.1298719,161.9624567,49.46246923,-6.037274086,-68.67898769,-35.10690266,19.60948286,127.2656793,89.34462539,34.16367789,9.597392043,-14.59751662,-9.978369308,1.884805758,5.593383789,33.98689918,45.16734,76.41417788,90.25369555,124.5536775,36.2086282,5.806821222,-19.00622141,-75.06508772,-27.04534076,23.47860091,-15.578528,-11.00491793,6.051382404,-2.189050962,5.069629408,4.009412792,-3.565638712,44.60826383,54.18368488,73.87550082,125.5041972,130.1333601,26.70817169,17.38680988,13.10335091,-163.7932806,-116.2688615,10.67043273,10.57660832,-32.39496268,-14.59898314,-0.483340747,9.529484997,12.58031809,40.83884461,119.9714222,175.9438961,154.7458897,134.238395,138.1284974,74.31005859,23.87141314,1.493468402,-127.8450585,-66.66741191,103.9925621,73.27160394,5.992603041,-8.032762501,-8.454612418,-6.170806467,3.473068446,24.9618246,84.82804808,129.1309697,130.3963999,87.8741221,131.957099,104.6723307,23.61801273,29.47802985,-101.7638934,-56.77154039,57.55270846,55.21185804,17.38491696,6.531758348,2.112311376,1.821071677,-3.800709346,36.02934286,61.42016769,34.08772341,-6.92779123,57.13789012,120.447544,92.9787489,15.12254271,48.30501107,-29.90965208,-142.5091728,-89.42564664,-8.224269083,3.855625936,-1.119340452,-5.644332259,-8.301043785,-6.785031671,4.493498502,-23.75521307,-79.41977556,-89.99041163,33.80928938,124.3388831,77.54399381,1.057337931,24.95906297,-16.859273,-67.70916163,-5.011396852,64.73802373,13.8250306,-5.893972737,-2.385666103,-20.4219352,-21.45221951,-33.72507257,-41.39141428,-66.47933166,-21.35665935,106.6575267,155.5959347,85.91303494
1950,98.20301965,29.27551019,35.06012297,76.17221362,37.53745468,16.27844824,-22.17599111,-49.06115973,0.181006863,-5.672229506,-22.31899147,-30.1822468,-19.88874545,-53.87233285,-8.681225084,68.85701219,142.9939918,317.0607225,108.7674168,107.9294852,196.474693,89.23717844,-37.73570941,10.30632709,0.5996169,-34.02305624,-0.607696951,-8.152295256,21.22233602,38.09116228,-33.7629336,-147.357054,-150.7866554,50.64783217,144.0070792,360.7548903,113.216419,135.6343835,278.1514592,193.545319,-22.33457884,-54.70700951,-12.32041283,4.595115348,2.086955867,-5.564109489,-17.76103733,-1.370475037,-82.35484753,-210.7954712,-219.6974362,53.32305072,167.5848731,388.4788091,114.9192187,119.7616301,250.7595992,198.6097203,-18.51209249,-82.61868495,-42.28692878,-9.983930196,-6.178647394,-3.683072861,-31.79168534,-20.3932169,-41.97313199,-46.76155153,-10.49410049,98.06565711,158.0155941,317.1178898,117.1864925,71.10753809,131.9335336,86.85008177,1.114124037,-75.22166464,-56.91504241,-38.26712747,-5.719663019,-0.685054413,-29.98764164,-7.434166477,67.03067142,154.7444567,216.336486,180.4679758,198.2230241,357.71321,124.7808972,8.961267759,27.17768923,-2.428029518,-4.988214362,-97.78804162,-106.804797,-46.93011391,8.519562186,10.08875849,-24.77340656,-19.66893277,35.89702366,199.2715287,229.5293052,152.087236,209.685184,342.4711371,135.6756065,-12.55822503,-75.49972827,-66.93807858,11.64417424,-10.27453279,11.64194603,4.688391281,-2.218025103,-10.32710245,-30.7003224,-23.15522494,-27.40929507,84.50708509,170.016033,107.4594133,27.50976897,240.8816528,134.5928495,-18.71742562,-135.7405797,-70.26239766,16.70409738,-21.93970646,-6.30636304,27.9550196,6.588351315,-9.631618552,-20.12685279,-41.62169072,-57.36478623,33.05759545,151.3042176,92.2523486,80.24013404,160.882116,116.5975735,-51.91202995,-160.7542348,-116.7778931,-11.11958459,-32.31605425,11.35968436,12.16129418,8.427147434,6.209900738,-12.97450904,-42.66492953,-37.46638384,116.4167999,213.0535579,133.9388361,66.02194423,120.9569811,105.5440013,-62.5208063,-176.9505682,-105.3184171,2.950398484,32.9892737,53.63314778,30.73044785,11.02490987,9.569712182,20.19052835,-13.68788962,-1.723267438,197.2233761,223.741073,137.5494945,88.70774695,115.0162788,111.2532307,-19.36049621,-111.8978021,-104.6886764,-137.8171587,-27.56137879,12.62987947,23.58318172,1.548261251,-1.172229506,30.72031183,45.87604345,34.40625084,147.6704327,129.8956826,78.42564831,125.3676691,132.1903135,120.4926942,48.76003819,-68.10122639,-165.8389424,-213.7370062,-116.3090001,-47.61415414,-17.44136528,-7.529096211,-1.178381515,21.55546005,24.16107178,-21.01633568,-11.89192513,45.35533999,86.81125171,100.6938142,129.8528543,112.6426977,28.91363943,-12.06478255,-95.55174945,-117.1199709,-50.53415544,-40.6935776,-25.11316838,-7.739527036,0.306567884,16.98701289,22.48740084,-30.10017123,0.076568185,84.30415073,192.3311015,141.5523055,150.7054251,98.38290363,-50.97752067,-36.43695737,20.41784501,-18.06821473,-37.78526912,-55.17248953,-33.4794763,-10.22040129,9.819707165,17.33501779,32.83188661,48.62779424,114.6504391,204.0528355,344.748893,226.7895692,225.0658569,88.20881548,-63.14703453,-49.9780541,38.34418477,21.07672955,-13.51825202,-37.26160839,-29.14372442,-20.54170959,-24.04086262,-16.29243448,15.84976405,50.93186888,99.93175099,249.7391734,375.505958,277.3787909,236.4615763,86.79983646,3.596987372,-36.32834657,-38.58776354,32.11734469,2.754460583,-24.35965091,-21.48704048,-17.4616022,-19.29184336,-23.45598278,-10.35310343,6.885194543,21.87037721,175.6521648,305.3306391,213.6902809,216.1261488,87.027572,59.77266244,-59.223739,-103.5265679,51.50245395,36.80789644,-21.60262602,-12.10579065,-8.494124739,-5.541156089,0.873354559,-10.51443607,-38.69765692,-6.339941573,134.6417295,208.5718016,153.0398108,224.5116452,87.18911283,-5.710797872,-72.38173393,-28.73931299,99.28828576,19.83421514,-16.79368278,-16.60643612,-2.516037196,-7.163939594,-8.40491726,-36.90042658,-68.35235178,-1.173057243,73.91726643,130.0460765,148.3323239,298.8278299
1951,-70.09373328,-85.4652735,214.0647006,289.8348113,-2.783712309,-95.90960108,-101.7411156,-94.68188727,-24.52065329,-29.04405568,-33.24257545,-33.20128976,-40.62531772,11.46201774,39.38579152,156.6318535,181.7074317,234.3266526,-85.65116234,-64.22688691,256.0560528,342.2575642,147.7717369,-20.95472028,-52.88878642,-57.11741659,-25.45065349,-29.50599399,-29.99842814,-64.55007307,-67.25493799,-1.838438269,51.53109365,155.0852711,158.3078605,278.0144118,-99.61860301,-77.19276491,191.6623845,190.911652,11.89424196,-100.5532009,-47.84189721,-24.96518739,-14.41011445,-14.70339172,-1.071340064,-8.442618592,-85.05308972,-104.0274048,-52.36735806,94.41759418,156.3404273,330.5571782,-113.2494825,-144.6449861,42.18409875,24.96732529,-105.066841,-100.6297323,-44.87048591,-5.493756856,5.452822333,13.45437831,25.75079513,9.817659561,-122.801257,-239.5613562,-80.42494766,83.18345496,116.4663387,344.4152531,-119.8657536,-175.2464048,-40.07183754,-35.51728884,-152.5251582,-82.99577352,-27.84381438,-2.898597195,32.53808845,38.78253592,46.20419186,22.39823098,-115.2879321,-268.3922621,-135.687745,57.60341278,45.91906906,457.756545,-113.2771473,-153.3649041,-21.96415648,-56.37566135,-116.216791,-80.91444543,-58.13164029,-15.7991935,42.97378582,32.99452021,34.1985783,26.33363071,-43.84290554,-167.0888839,-136.3514321,48.29396203,-9.493160718,504.6701117,-100.63079,-107.455686,-36.96036059,-75.2712695,-45.97624813,-38.63976716,-49.93288307,0.290197921,17.0118333,17.46305868,19.71673082,16.00065885,-33.60253237,-63.54558825,22.69993194,176.3901384,68.90893889,489.3139648,-92.4457247,-86.06093148,-63.28464707,-109.2277907,-42.81341971,-17.51532902,24.89059741,17.49383796,8.13327319,-8.770412497,-20.36324195,-29.97691533,-44.37919052,-34.73171119,162.7162049,378.0947558,380.4836643,437.974157,-87.16329078,-44.5088317,-52.89443259,-206.5246582,-199.6852584,-62.78217974,-9.577815644,3.205910879,1.46071677,2.202027203,-2.124167246,8.273424959,-23.6814107,-62.1609589,112.2893367,429.9095392,392.0246298,402.7622179,-82.89661146,-9.778496729,97.15166567,-21.95202302,-97.18876167,-55.308822,-30.89810222,-0.358358305,1.693733111,0.452219506,8.48258157,15.50443216,-41.86444175,-56.26722446,101.3725427,358.1542308,339.4980302,394.2606636,-76.97870291,31.79538758,174.2448981,169.5494828,31.32273384,21.50893371,19.88012361,10.58446346,-12.49226609,-10.32841847,-8.265772153,-41.43364893,-47.10833657,-23.56967957,170.3712075,316.0638929,331.1061945,418.4629575,-72.8881652,16.23293858,184.0102848,87.05235395,-15.81995298,20.75923721,16.8914611,11.13437935,-22.09660109,-23.13333757,-15.42928116,-38.36273193,-15.30722924,16.48045036,215.2675104,334.7702361,366.7787751,445.3724466,-68.65063727,-40.17650949,96.91055925,136.5543907,2.825036454,-14.28433855,-8.829930136,15.02489315,-17.55678778,-27.36933544,-22.68925664,-48.2940933,-38.68739047,74.29415852,275.3877689,367.8030864,345.2323592,423.0486868,-56.62509197,7.663348472,69.50286196,169.4904158,64.40340392,4.916268963,-20.63373221,-10.34861693,-22.65307952,-24.66100573,-16.59582938,-42.09084289,-82.29633906,28.91337857,223.0337315,297.339225,314.6263001,376.6278076,-42.81919965,49.23315346,53.02658457,136.1259841,93.53846051,12.64465081,-26.76954296,-21.60167119,-30.93556945,-36.04452473,-27.05421427,-11.05160313,14.81010374,19.56517384,106.7880625,231.5118174,286.2943792,342.4067667,-38.57272213,78.42456306,-16.24063905,-9.526850452,62.96854098,17.02258802,-12.96151859,-21.46726509,-21.65374087,-31.85794444,-40.3047987,-25.62989786,-11.20544266,-51.99186644,34.41980399,153.653332,232.1129493,315.8303114,-44.38880983,0.308001793,-107.9930261,-25.15107957,19.68909946,2.846592733,-30.58999174,-38.12715295,-30.48570189,-25.38716439,-25.09576165,-35.13675052,-76.05819159,-66.45169694,28.57452978,95.2775511,159.9823157,302.0398434,-54.74582369,-69.65659865,-12.66243462,130.8140317,62.32100061,-9.035474803,-50.70505973,-46.13353572,-30.5285494,-33.97692787,-25.77509548,-30.22397394,-54.46874582,-49.54378478,23.01766926,114.1033275,163.4145382,283.237864
1952,90.36696008,191.8992895,158.2448764,-114.2536897,-92.03291885,-0.109308112,-27.4948998,-52.31598151,-9.358910129,-14.33806203,-24.59169654,-15.30645334,-8.433423186,-22.49684457,15.65147755,124.712542,33.73453135,13.66655742,112.6158054,278.9903983,272.4364239,-113.251347,-154.5272744,-21.23499371,-19.01073466,-34.30656454,-6.176483572,-6.492810393,1.157760829,-13.3756346,-12.51665674,-28.9600203,-35.65988535,147.1830495,42.68951332,-17.27910624,120.325794,263.2364343,255.8394474,26.25399822,-66.02995238,-40.91050072,-3.665810781,6.910667106,14.76420196,16.79709657,23.4641824,32.42682721,11.34089222,-80.13049316,-37.73717008,160.0004799,3.474155374,-24.13288524,108.0108325,149.7035857,111.498796,18.46915634,-23.23584737,-43.46109218,-23.79327643,-2.740644063,17.46020759,28.66745204,33.79364181,18.66659755,-33.79667935,-125.0716712,-27.51906387,102.6280961,-76.67660564,-7.017425119,81.57449299,46.07372462,9.381531598,-82.31050173,15.35826466,8.848586827,-33.00586272,-47.1709971,-1.326840753,19.32696951,8.308561978,7.116370632,-32.54348629,-109.0995375,-58.54138267,12.78834931,-130.7863753,91.80775347,54.01936152,7.86623602,61.02742067,-110.9147239,-68.51323878,-1.559464964,-43.34880338,-36.81433022,11.20462078,17.75428584,-13.3503719,-36.57554898,-45.58368923,-81.83448938,19.58954694,98.71840051,-62.95000886,149.071662,33.67524029,-30.25945794,2.863247806,-59.71755856,-59.92973934,-5.479732984,11.7681057,-17.05855696,-20.31067647,-21.11048868,-39.77374769,-67.80000033,-68.76543521,-71.0439403,108.6437186,243.1536272,52.32117034,196.0078735,25.94306925,-126.1548036,-76.80149277,-23.09192647,38.93261301,-10.1373383,-17.59927076,-5.947202082,-23.64138501,-45.83358388,-75.59877662,-78.44957158,-84.86094101,-68.65187721,133.5711854,291.5301806,196.8169163,189.3705804,30.65744896,-149.1944396,-126.4123159,-68.78295898,70.83018347,64.22990522,17.55579031,-22.94545631,-33.86417337,-30.47527993,-31.61507301,-8.355847502,27.93382368,44.78648983,144.9367977,241.0350885,157.8307821,127.1889147,44.12670397,-125.5440607,-101.3936224,-145.5913052,-20.9898481,85.25886598,45.36184651,2.417947848,-27.68962871,-30.65752171,-21.70461325,26.82071634,100.8110343,103.6452511,105.6458581,145.1271922,85.850203,114.299482,59.57439767,-47.1983258,-25.03629084,-4.013566527,-54.03279595,-64.33103211,-23.65191985,-2.093148846,-39.46089402,-42.9177129,-20.54055243,-17.39995753,6.010743024,65.20033996,125.2208779,110.6821791,67.19011782,130.4199888,69.36696175,2.622831162,14.89425701,137.4289409,41.18578433,-32.27799423,0.500591957,-2.687336961,-39.61472854,-39.92520769,-19.84963028,11.34124756,50.24324684,138.9757506,255.8329401,225.440158,169.0817537,163.9129739,70.13335931,33.60730399,42.96115739,109.3521202,102.0797362,67.91445296,45.14828031,22.38469539,-20.23787909,-24.39771678,-21.290575,-43.00619047,3.119372224,184.2517391,376.4040653,396.3721782,283.3300765,200.8491629,72.32083088,30.00538949,85.65062808,-6.207154993,78.34474914,99.19873967,53.71807443,16.89350954,-17.26013518,-20.98333239,-17.35602225,-11.69576232,-38.8603039,73.52043424,330.2482701,460.6027748,286.0134461,202.3289795,74.35108843,-6.672303082,-11.40859609,-110.0381394,-66.34880756,-0.0454737,-6.465526842,-13.68431279,-26.91536681,-31.71993977,-26.23902872,-15.76205235,3.092696516,32.33562062,241.8115611,362.3630747,212.0473089,161.9544352,72.19619876,-41.13531243,-156.9831928,-159.251704,-49.56722563,7.12030531,28.85934323,-0.185343703,-9.867485987,-20.87497324,-23.5190321,-34.01435831,5.249940637,22.71778932,141.8510174,249.1242182,199.3080177,140.0928846,69.78275999,-6.148174965,-85.96671995,-143.8849663,-151.6602047,-44.14583891,-0.797999552,-5.984147581,-8.962142317,-5.609332359,1.825136786,23.44399899,35.526159,16.84114974,128.8413144,217.1933226,152.5799719,116.7853268,71.78805082,56.01069871,3.471903762,-133.3488101,-105.7796464,6.288804982,-18.27866813,-25.17461238,-10.52079794,-14.01617348,-5.612436791,13.83968573,13.070866,2.220192269,85.84103352,166.088557,52.02977261,93.90406277
1953,38.40925744,-113.0039088,102.4122958,143.2940398,3.978616793,-31.09417139,-14.76046377,3.81591546,-3.016258762,-9.615405775,-19.58681373,-25.41808664,-52.2219974,-82.30873421,70.14433644,246.6209892,323.310276,365.2809373,66.14327125,11.73185333,199.7765729,171.1162068,81.14038922,13.0947182,-15.17113505,-12.93412802,-11.71707195,-6.509534026,6.806076259,-11.25277083,-24.0162295,-24.53539872,17.42013174,141.9376881,320.3351432,375.5861892,104.4701421,89.96537718,177.5041203,102.2145085,46.51283327,1.470724864,-4.673562246,3.450095817,-0.177326359,-6.171348258,8.577951928,24.3752525,-31.49284802,-69.80340576,-1.722765779,171.5316078,291.6663551,379.0165288,130.4847705,132.3521453,21.79066614,-106.359579,-38.27796163,12.44039708,30.67858636,8.612627421,1.947451239,10.67428798,20.72979904,22.09988612,-41.12291226,-124.2096106,-44.28633682,196.5347123,283.7494808,380.4543156,139.2225032,107.5676211,-45.15661537,-135.265885,-86.11750438,-37.99693319,13.91094636,37.24733786,35.45141852,40.12872733,40.17306393,38.39566751,-12.64987057,-98.94817028,-82.33459556,187.4456979,286.3858049,385.8683614,141.4132214,80.4156745,-0.209639876,-120.5418601,-127.7905215,-76.10164026,-83.45671353,-6.486022113,36.83230633,38.60737422,30.32730144,11.0947391,-11.69214871,-48.34974817,-30.06383441,211.7840133,384.2799106,377.6757269,145.8867271,48.0822779,-26.23752124,-35.51309079,-31.47557674,-36.61797761,-0.735190196,24.09445818,6.034660444,2.28703329,-12.15002943,-35.06037631,-32.67015933,-23.46819567,93.05747589,324.920778,389.7269931,320.8608398,158.6658476,5.955975258,-103.3037511,-59.26813497,1.669002167,-34.98011174,-18.78481763,11.91522468,3.47134692,-22.62234121,-42.05312232,-46.52128789,-9.66111191,19.83152123,166.4444764,417.1100146,404.1551731,301.3055779,178.7289211,47.929889,-15.08669333,-51.10760498,-66.95619348,-67.13368121,-6.946712128,5.987343984,-9.072974636,-14.68029702,-16.87392311,3.292528962,-0.519484429,53.89873348,205.3515316,406.8142023,375.8686239,297.5524401,191.3661449,123.4562445,41.55077456,-38.419003,-139.6465253,-39.17289671,31.09768635,27.1373082,-4.518547163,-13.52519749,-7.015099094,12.71048684,25.31768715,54.32359586,217.1160119,363.2625072,399.5510087,307.6667305,183.8185993,150.0590595,-40.14267511,-177.8267379,-187.7995196,-36.60404237,38.17040681,31.90959774,-6.443193828,-10.47301076,4.232885073,4.707769525,8.329651715,77.07729308,296.5542519,361.3934828,387.5831842,323.1236631,156.716266,87.15780431,-52.05111653,-89.39094439,-16.53723813,34.67543594,31.79276725,14.51255318,-13.42240676,-10.93741472,3.556680758,34.12231445,80.52999,174.5451476,393.8626032,408.3344451,299.5994539,294.036387,120.1757787,14.72565115,-5.930688309,33.03174664,34.73958724,41.63503401,18.75887602,11.80388485,-6.205103208,-4.551952623,17.46278193,75.47879488,167.308154,299.7577816,412.1971561,402.5182963,267.9926131,248.0115774,98.37478596,-14.90183707,9.200493799,62.99938798,78.29006164,36.29920353,6.603511445,2.001846941,4.33764314,9.74957777,27.57909738,49.27726014,111.6732044,225.4088009,213.9128819,258.7911904,219.9778016,259.3944092,85.15223589,-67.26373375,-109.9213524,29.77539815,54.79047467,-15.66156257,-27.20716503,-11.03776738,-11.31142394,-22.70468098,-21.24873331,15.90725917,59.4414514,31.60887501,-21.39473777,145.7933726,203.4664374,282.2635782,76.70224124,-60.22936761,-134.7368549,-76.70946764,14.45291598,64.47052504,16.63369626,-15.70206734,-16.95909976,-11.40085215,-23.07713757,-58.84883097,-6.480345007,-33.78062376,-57.39910471,141.2619746,246.5470314,299.3117567,67.24601683,-64.55247184,-186.0132898,-99.4568657,35.30103793,34.62320406,8.5307358,-16.41591028,-14.68669066,-16.554889,-26.97961175,-41.33065921,-62.88863592,-41.28195818,53.96564306,223.3061156,314.6204382,333.9446896,43.5807144,-175.6077705,-135.9779864,57.96253027,42.40217737,-14.95625117,-15.39738151,2.529367107,-3.437729091,-15.54650795,-20.97236111,-50.3107049,-91.06353342,-56.71382873,99.83206135,318.6726634,346.6492795,364.1113382
